source,query,publisher,title,description,text,published_at,url,sentiment,sentiment_score,sentiment_risk,churn_signal
NewsAPI,Jio customer,BusinessLine,Reliance Digital is All Set to AI-fy India with the Boot Up 2026 Campaign,Reliance Digital is All Set to AI-fy India with the Boot Up 2026 Campaign,Reliance Digital is All Set to AI-fy India with the Boot Up 2026 Campaign Reliance Digital is All Set to AI-fy India with the Boot Up 2026 Campaign,2026-05-30T09:12:53Z,https://www.thehindubusinessline.com/brandhub/reliance-digital-is-all-set-to-ai-fy-india-with-the-boot-up-2026-campaign/article71038711.ece,Neutral,0.0,25.0,False
NewsAPI,Jio customer,The Indian Express,What is network slicing and does Airtel’s new preferential 5G plan violate net neutrality?,"This separate virtual segment within Airtel’s 5G network will allow eligible postpaid subscribers to experience more stable connectivity even in crowded locations such as stadiums, airports, concerts and busy markets. But should premium users (read postpaid) …","What is network slicing and does Airtel’s new preferential 5G plan violate net neutrality? This separate virtual segment within Airtel’s 5G network will allow eligible postpaid subscribers to experience more stable connectivity even in crowded locations such as stadiums, airports, concerts and busy markets. But should premium users (read postpaid) …",2026-05-30T02:00:10Z,https://indianexpress.com/article/explained/explained-sci-tech/what-is-network-slicing-and-does-airtels-new-preferential-5g-plan-violate-net-neutrality-10714256/,Neutral,0.025,25.0,True
NewsAPI,Jio customer,Unbiasthenews.com,Show HN: Simple news aggregator with source bias meters,"Article URL: https://unbiasthenews.com
Comments URL: https://news.ycombinator.com/item?id=48327194
Points: 2
# Comments: 0","Show HN: Simple news aggregator with source bias meters Article URL: https://unbiasthenews.com
Comments URL: https://news.ycombinator.com/item?id=48327194
Points: 2
# Comments: 0",2026-05-29T18:21:24Z,https://unbiasthenews.com,Negative,-0.103,10.3,False
NewsAPI,Jio customer,BusinessLine,Reliance bets big on AI to drive next phase of growth for entertainment business,"Reliance Media Entertainment vertical, which includes JioStar, Jio Studios, and Network18, delivered record-breaking metrics in viewership, engagement and monetisation in FY26 with revenue from operations at ₹34,917 crore","Reliance bets big on AI to drive next phase of growth for entertainment business Reliance Media Entertainment vertical, which includes JioStar, Jio Studios, and Network18, delivered record-breaking metrics in viewership, engagement and monetisation in FY26 with revenue from operations at ₹34,917 crore",2026-05-29T05:30:13Z,https://www.thehindubusinessline.com/companies/reliance-bets-big-on-ai-to-drive-next-phase-of-growth-for-entertainment-business/article71035834.ece,Positive,0.881,0.0,False
NewsAPI,Jio customer,MediaNama.com,Swiggy scales back quick-commerce spending in push for profitability,"Swiggy is pulling back from aggressive discount wars in India’s quick-commerce sector and shifting its focus toward profitability and customer retention.
The post Swiggy scales back quick-commerce spending in push for profitability appeared first on MEDIANAMA.","Swiggy scales back quick-commerce spending in push for profitability Swiggy is pulling back from aggressive discount wars in India’s quick-commerce sector and shifting its focus toward profitability and customer retention.
The post Swiggy scales back quick-commerce spending in push for profitability appeared first on MEDIANAMA.",2026-05-29T05:28:59Z,https://www.medianama.com/2026/05/223-swiggy-prioritises-profitability-over-quick-commerce-discounts/,Neutral,0.026,25.0,False
NewsAPI,Jio customer,BusinessLine,Priority 5G service sparks new telecom war,"India’s top telecom operators are sharply divided over the future of 5G monetisation, with Bharti Airtel and Reliance Jio backing premium priority services for high-paying subscribers, while Vodafone Idea (Vi) has opposed the move, warning against the creatio…","Priority 5G service sparks new telecom war India’s top telecom operators are sharply divided over the future of 5G monetisation, with Bharti Airtel and Reliance Jio backing premium priority services for high-paying subscribers, while Vodafone Idea (Vi) has opposed the move, warning against the creatio…",2026-05-28T15:17:51Z,https://www.thehindubusinessline.com/news/priority-5g-service-sparks-new-telecom-war/article71034246.ece,Negative,-0.66,66.0,False
NewsAPI,Jio customer,Livemint,Trai quizzes Airtel over ‘fast lane’ 5G plans amid net neutrality concerns,Trai has sought clarity from Airtel on its Priority Postpaid service as the telecom industry debates whether premium 5G lanes could disadvantage prepaid users.,Trai quizzes Airtel over ‘fast lane’ 5G plans amid net neutrality concerns Trai has sought clarity from Airtel on its Priority Postpaid service as the telecom industry debates whether premium 5G lanes could disadvantage prepaid users.,2026-05-28T12:00:43Z,https://www.livemint.com/industry/telecom/trai-scrutinises-airtel-5g-priority-postpaid-plans-11779957730142.html,Neutral,-0.026,25.0,False
NewsAPI,Jio customer,The Times of India,"Reliance Jio IPO soon? Mukesh Ambani to provide update on $4 bn public issue at upcoming AGM, says report",Mukesh Ambani is expected to share an update on Jio Platforms’ anticipated IPO at Reliance Industries’ June 19 AGM. Reports suggest Reliance is shifting towards a fresh issue structure to protect retail investors and strengthen Jio’s long-term growth and tran…,"Reliance Jio IPO soon? Mukesh Ambani to provide update on $4 bn public issue at upcoming AGM, says report Mukesh Ambani is expected to share an update on Jio Platforms’ anticipated IPO at Reliance Industries’ June 19 AGM. Reports suggest Reliance is shifting towards a fresh issue structure to protect retail investors and strengthen Jio’s long-term growth and tran…",2026-05-28T10:40:31Z,https://economictimes.indiatimes.com/markets/stocks/news/reliance-jio-ipo-soon-mukesh-ambani-to-provide-update-on-4-bn-public-issue-at-upcoming-agm-says-report/articleshow/131368320.cms,Positive,0.875,0.0,True
NewsAPI,Airtel network,BusinessLine,Vodafone Idea revives mobile network from Aarey JVLR to Acharya Atre Chowk on Mumbai Metro’s Aqua Line,"Vodafone Idea restores mobile network across 16 Mumbai Metro Aqua Line 3 stations, enhancing connectivity for commuters.","Vodafone Idea revives mobile network from Aarey JVLR to Acharya Atre Chowk on Mumbai Metro’s Aqua Line Vodafone Idea restores mobile network across 16 Mumbai Metro Aqua Line 3 stations, enhancing connectivity for commuters.",2026-06-11T03:29:36Z,https://www.thehindubusinessline.com/news/national/vodafone-idea-revives-mobile-network-from-aarey-jvlr-to-acharya-atre-chowk-on-mumbai-metros-aqua-line-3/article71087547.ece,Positive,0.586,0.0,False
NewsAPI,Airtel network,The Times of India,Airtel to continue its postpaid plan despite backlash over 'slicing',"Bharti Airtel has renamed its ""Priority postpaid plan"" to ""Postpaid Fast Lane"". The company continues to offer enhanced network service to its postpaid users. Airtel states the new plan has received a satisfying response. The company has no plans to withdraw …","Airtel to continue its postpaid plan despite backlash over 'slicing' Bharti Airtel has renamed its ""Priority postpaid plan"" to ""Postpaid Fast Lane"". The company continues to offer enhanced network service to its postpaid users. Airtel states the new plan has received a satisfying response. The company has no plans to withdraw …",2026-06-10T19:13:39Z,https://economictimes.indiatimes.com/industry/telecom/telecom-news/airtel-to-continue-its-postpaid-plan-despite-backlash-over-slicing/articleshow/131643644.cms,Positive,0.202,0.0,False
NewsAPI,Airtel network,BusinessLine,Airtel rechristens ‘Priority Postpaid’ services to ‘Fast Lane’,"Company defends saying it does not violate net neutrality and customers are provided services in a simple, transparent, and ubiquitous way","Airtel rechristens ‘Priority Postpaid’ services to ‘Fast Lane’ Company defends saying it does not violate net neutrality and customers are provided services in a simple, transparent, and ubiquitous way",2026-06-10T13:16:34Z,https://www.thehindubusinessline.com/news/airtel-rechristens-prioritypostpaid-services-to-fast-lane/article71084890.ece,Positive,0.388,0.0,False
NewsAPI,Airtel network,BusinessLine,"Bharti Airtel deploys over 2,900 new 5G sites across northern India","The expansion covers 77 districts and provides high-speed services to over 28.6 million customers, including those in urban centres, towns and rural areas","Bharti Airtel deploys over 2,900 new 5G sites across northern India The expansion covers 77 districts and provides high-speed services to over 28.6 million customers, including those in urban centres, towns and rural areas",2026-06-10T11:29:48Z,https://www.thehindubusinessline.com/info-tech/bharti-airtel-deploys-over-2900-new-5g-sites-across-northern-india/article71084569.ece,Neutral,0.0,25.0,False
NewsAPI,Airtel network,Livemint,Airtel rebrands Priority Postpaid as Fast Lane,Airtel launched Priority Postpaid on May 19 promising consistent speed even in crowded markets for postpaid customers. Airtel promised that it will provide a fast lane to subscribers even during peak traffic time by dynamically separating a portion of the net…,Airtel rebrands Priority Postpaid as Fast Lane Airtel launched Priority Postpaid on May 19 promising consistent speed even in crowded markets for postpaid customers. Airtel promised that it will provide a fast lane to subscribers even during peak traffic time by dynamically separating a portion of the net…,2026-06-10T11:11:04Z,https://www.livemint.com/industry/telecom/airtel-rebrands-priority-postpaid-as-fast-lane-11781089510215.html,Positive,0.802,0.0,True
NewsAPI,Airtel network,BusinessLine,"Sensex today | Stock Market Highlights: Sensex, Nifty end flat as early gains fade; gold prices slide sharply","Sensex Today, Nifty 50 | Stock Market Highlights: Indian equity markets ended largely flat on Wednesday after erasing early gains. The BSE Sensex closed 64.42 points, or 0.09%, higher at 73,983.18, while the Nifty 50 declined 27.15 points, or 0.12%, to settle…","Sensex today | Stock Market Highlights: Sensex, Nifty end flat as early gains fade; gold prices slide sharply Sensex Today, Nifty 50 | Stock Market Highlights: Indian equity markets ended largely flat on Wednesday after erasing early gains. The BSE Sensex closed 64.42 points, or 0.09%, higher at 73,983.18, while the Nifty 50 declined 27.15 points, or 0.12%, to settle…",2026-06-10T10:37:18Z,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-highlights-10th-june-2026/article71081121.ece,Positive,0.898,0.0,False
NewsAPI,Airtel network,BusinessLine,Airtel rebrands controversial Priority Postpaid as Fast Lane,"Bharti Airtel has rebranded its Priority Postpaid service, which triggered net neutrality debate, as Fast Lane service, extending the promise of faster connectivity to postpaid users, the company said on Wednesday.","Airtel rebrands controversial Priority Postpaid as Fast Lane Bharti Airtel has rebranded its Priority Postpaid service, which triggered net neutrality debate, as Fast Lane service, extending the promise of faster connectivity to postpaid users, the company said on Wednesday.",2026-06-10T10:33:19Z,https://www.thehindubusinessline.com/info-tech/airtel-rebrands-controversial-priority-postpaid-as-fast-lane/article71084426.ece,Positive,0.128,0.0,False
NewsAPI,Airtel network,The Times of India,"Airtel expands 5G footprint, rebrands Priority Postpaid as Fast Lane","Bharti Airtel is expanding its 5G network across northern India, adding over 2,900 new sites. The company has also rebranded its Priority Postpaid service to 'Fast Lane'. This service offers enhanced network performance for eligible postpaid users. The move h…","Airtel expands 5G footprint, rebrands Priority Postpaid as Fast Lane Bharti Airtel is expanding its 5G network across northern India, adding over 2,900 new sites. The company has also rebranded its Priority Postpaid service to 'Fast Lane'. This service offers enhanced network performance for eligible postpaid users. The move h…",2026-06-10T10:29:27Z,https://economictimes.indiatimes.com/industry/telecom/airtel-expands-5g-footprint-rebrands-priority-postpaid-as-fast-lane/articleshow/131632359.cms,Positive,0.103,0.0,False
NewsAPI,Airtel network,MediaNama.com,Report: Govt withholds Starlink clearances over security concerns; company denies claim,"Starlink's final approvals in India are reportedly on hold as authorities examine security concerns linked to foreign satellite operators.
The post Report: Govt withholds Starlink clearances over security concerns; company denies claim appeared first on MEDIA…","Report: Govt withholds Starlink clearances over security concerns; company denies claim Starlink's final approvals in India are reportedly on hold as authorities examine security concerns linked to foreign satellite operators.
The post Report: Govt withholds Starlink clearances over security concerns; company denies claim appeared first on MEDIA…",2026-06-10T07:28:04Z,https://www.medianama.com/2026/06/223-starlink-india-approval-freeze-security-concerns/,Positive,0.153,0.0,True
NewsAPI,Airtel network,Economictimes.com,"Brokerages initiate coverage on Meesho, Bharti Airtel, 6 other stocks with up to 33% upside. Do you own any?","Brokerages have initiated coverage on eight Indian stocks, including Bharti Airtel and CG Power, with potential upside ranging up to 33%. Analysts are bullish on most of these companies, citing factors like network quality, capacity expansion, and diversified…","Brokerages initiate coverage on Meesho, Bharti Airtel, 6 other stocks with up to 33% upside. Do you own any? Brokerages have initiated coverage on eight Indian stocks, including Bharti Airtel and CG Power, with potential upside ranging up to 33%. Analysts are bullish on most of these companies, citing factors like network quality, capacity expansion, and diversified…",2026-06-10T04:52:16Z,https://m.economictimes.com/markets/stocks/news/brokerages-initiate-coverage-on-meesho-bharti-airtel-6-other-stocks-with-up-to-33-upside-do-you-own-any/bullish-signals/slideshow/131625609.cms,Positive,0.361,0.0,False
NewsAPI,Airtel network,Crypto Briefing,India freezes Starlink approvals over Iran war concerns,"India's freeze on Starlink approvals highlights the geopolitical complexities impacting global satellite communications and market access.
The post India freezes Starlink approvals over Iran war concerns appeared first on Crypto Briefing.","India freezes Starlink approvals over Iran war concerns India's freeze on Starlink approvals highlights the geopolitical complexities impacting global satellite communications and market access.
The post India freezes Starlink approvals over Iran war concerns appeared first on Crypto Briefing.",2026-06-09T18:50:50Z,https://cryptobriefing.com/india-freezes-starlink-approvals-iran-concerns/,Negative,-0.832,83.2,False
NewsAPI,Airtel network,BusinessLine,"Jio, Airtel, VIL oppose to separate service permit for V2V/ V2X communication","All three private telcos have unanimously said that India’s V2X ecosystem should be built on licensed spectrum integrated with existing 4G/ 5G IMT networks, so that deployments are secure, scalable, interoperable and capable of meeting stringent safety and qu…","Jio, Airtel, VIL oppose to separate service permit for V2V/ V2X communication All three private telcos have unanimously said that India’s V2X ecosystem should be built on licensed spectrum integrated with existing 4G/ 5G IMT networks, so that deployments are secure, scalable, interoperable and capable of meeting stringent safety and qu…",2026-06-09T10:14:10Z,https://www.thehindubusinessline.com/info-tech/jio-airtel-vil-oppose-to-separate-service-permit-for-v2v-v2x-communication/article71080248.ece,Positive,0.778,0.0,False
NewsAPI,Airtel network,The Times of India,Road safety tech plan hit by telcos-auto turf war,"India's ambitious V2X deployment faces a major hurdle as telecom operators, tech firms, and auto bodies clash over control. Disagreements over licensing, spectrum, and mandatory testing threaten to delay the life-saving technology aimed at reducing road fatal…","Road safety tech plan hit by telcos-auto turf war India's ambitious V2X deployment faces a major hurdle as telecom operators, tech firms, and auto bodies clash over control. Disagreements over licensing, spectrum, and mandatory testing threaten to delay the life-saving technology aimed at reducing road fatal…",2026-06-08T18:24:55Z,https://economictimes.indiatimes.com/industry/telecom/telecom-news/road-safety-tech-plan-hit-by-telcos-auto-turf-war/articleshow/131595181.cms,Negative,-0.66,66.0,False
NewsAPI,Airtel network,Bigcapitalintel.com,How MTN One TV plans to distribute digital entertainment across Africa amid established competitors,"Source: MTN MTN One TV is MTN Group's comprehensive video streaming platform that is entering a highly competitive and rapidly evolving Over-The-Top (OTT) market. Although, MTN plans to use the streaming service to expand digital entertainment …","How MTN One TV plans to distribute digital entertainment across Africa amid established competitors Source: MTN MTN One TV is MTN Group's comprehensive video streaming platform that is entering a highly competitive and rapidly evolving Over-The-Top (OTT) market. Although, MTN plans to use the streaming service to expand digital entertainment …",2026-06-08T17:15:52Z,https://www.bigcapitalintel.com/2026/06/mtn-one-tv-competitive-landscape.html,Positive,0.872,0.0,False
NewsAPI,Airtel network,BusinessLine,"Bombay HC quashes one-time spectrum charge for Vodafone Idea, Bharti Airtel",The court said that the Centre has failed to justify any authoritative power in levying the charges and altering the financial terms of the telecom licences as an afterthought,"Bombay HC quashes one-time spectrum charge for Vodafone Idea, Bharti Airtel The court said that the Centre has failed to justify any authoritative power in levying the charges and altering the financial terms of the telecom licences as an afterthought",2026-06-08T16:12:28Z,https://www.thehindubusinessline.com/info-tech/bombay-hc-quashes-one-time-spectrum-charge-for-vodafone-idea-bharti-airtel/article71077724.ece,Negative,-0.66,66.0,False
NewsAPI,Airtel network,The Times of India,"5,300 of 36,000 Indian SIMs used in Cambodia for Rs 100-crore cyber fraud in India",Enforcement Directorate uncovered a massive cyber fraud network. Thousands of Indian SIM cards were activated fraudulently. These SIMs were then used from Cambodia to commit financial crimes across India. The agency has identified key individuals involved in …,"5,300 of 36,000 Indian SIMs used in Cambodia for Rs 100-crore cyber fraud in India Enforcement Directorate uncovered a massive cyber fraud network. Thousands of Indian SIM cards were activated fraudulently. These SIMs were then used from Cambodia to commit financial crimes across India. The agency has identified key individuals involved in …",2026-06-08T15:55:29Z,https://economictimes.indiatimes.com/news/india/5300-of-36000-indian-sims-used-in-cambodia-for-rs-100-crore-cyber-fraud-in-india/articleshow/131591714.cms,Negative,-0.751,75.1,False
NewsAPI,Airtel network,Seclists.org,Weekly Global IPv4 Routing Table Report,"Posted by Routing Table Analysis Role Account via NANOG on Jun 05This is an automated weekly mailing describing the state of the Global
IPv4 Routing Table as seen from APNIC's router in Japan.

The posting is sent to APOPS, NANOG, AfNOG, SANOG, PacNOG, SAFNOG…","Weekly Global IPv4 Routing Table Report Posted by Routing Table Analysis Role Account via NANOG on Jun 05This is an automated weekly mailing describing the state of the Global
IPv4 Routing Table as seen from APNIC's router in Japan.

The posting is sent to APOPS, NANOG, AfNOG, SANOG, PacNOG, SAFNOG…",2026-06-05T18:04:02Z,https://seclists.org/nanog/2026/Jun/19,Neutral,0.0,25.0,True
NewsAPI,Airtel network,Mergersandinquisitions.com,SpaceX Valuation: The “Bad Elden Ring Build” of IPOs,"When I think about the SpaceX valuation in its IPO, the first thought that comes to mind is Elon Musk’s laughable character build in Elden Ring. After its release in 2022, Elden Ring became a smash-hit success, selling 30+ million copies despite being a very …","SpaceX Valuation: The “Bad Elden Ring Build” of IPOs When I think about the SpaceX valuation in its IPO, the first thought that comes to mind is Elon Musk’s laughable character build in Elden Ring. After its release in 2022, Elden Ring became a smash-hit success, selling 30+ million copies despite being a very …",2026-06-03T15:11:27Z,https://mergersandinquisitions.com/spacex-valuation/,Positive,0.599,0.0,False
NewsAPI,Vi Vodafone Idea,BusinessLine,Bombay HC decision eases interest pressure for telcos: experts,"Bombay HC’s ruling on one-time spectrum charges relieves interest pressure for telcos, benefiting Vodafone Idea and improving industry sentiment.","Bombay HC decision eases interest pressure for telcos: experts Bombay HC’s ruling on one-time spectrum charges relieves interest pressure for telcos, benefiting Vodafone Idea and improving industry sentiment.",2026-06-09T16:03:24Z,https://www.thehindubusinessline.com/info-tech/bombay-hc-decision-eases-interest-pressure-for-telcos-experts/article71081950.ece,Positive,0.796,0.0,False
NewsAPI,Vi Vodafone Idea,The Times of India,"HC quashes ₹23,600 cr retrospective spectrum dues on Airtel, Voda Idea","The Bombay High Court has cancelled spectrum charges of approximately 23,600 crore rupees for Bharti Airtel and Vodafone Idea. The court ruled the government could not retrospectively impose these charges for the period between 2008 and 2012. This decision re…","HC quashes ₹23,600 cr retrospective spectrum dues on Airtel, Voda Idea The Bombay High Court has cancelled spectrum charges of approximately 23,600 crore rupees for Bharti Airtel and Vodafone Idea. The court ruled the government could not retrospectively impose these charges for the period between 2008 and 2012. This decision re…",2026-06-08T18:21:11Z,https://economictimes.indiatimes.com/industry/telecom/telecom-news/hc-quashes-23600-cr-retrospective-spectrum-dues-on-airtel-voda-idea/articleshow/131595076.cms,Negative,-0.513,51.3,True
NewsAPI,Vi Vodafone Idea,Livemint,"Airtel, Vi eye over ₹24,000 crore relief as Bombay HC quashes govt's spectrum fee demand","While the Bombay High Court has now quashed the demands against Airtel and Vodafone Idea, the broader legal battle over OTSC remains pending before the Supreme Court through multiple parallel proceedings.","Airtel, Vi eye over ₹24,000 crore relief as Bombay HC quashes govt's spectrum fee demand While the Bombay High Court has now quashed the demands against Airtel and Vodafone Idea, the broader legal battle over OTSC remains pending before the Supreme Court through multiple parallel proceedings.",2026-06-08T15:42:35Z,https://www.livemint.com/companies/news/airtel-vodafone-idea-24-000-crore-relief-bombay-hc-quashes-spectrum-fee-11780929401802.html,Positive,0.625,0.0,False
NewsAPI,Vi Vodafone Idea,The Times of India,Telecom revenue growth may slip to single digits without tariff hike,Telecom revenue growth may slow to single digits this year without tariff increases. Operators are delaying hikes due to inflation. A potential 15% mobile tariff rise by the second quarter could boost sector revenue. This would translate to a ₹50 increase for…,Telecom revenue growth may slip to single digits without tariff hike Telecom revenue growth may slow to single digits this year without tariff increases. Operators are delaying hikes due to inflation. A potential 15% mobile tariff rise by the second quarter could boost sector revenue. This would translate to a ₹50 increase for…,2026-06-07T20:54:04Z,https://economictimes.indiatimes.com/industry/telecom/telecom-revenue-growth-may-slip-to-single-digits-without-tariff-hike/articleshow/131573796.cms,Positive,0.848,0.0,False
NewsAPI,Vi Vodafone Idea,Newsdrum.in,Voda Idea launches silent mobile verification for its subscribers using Meta platforms,"Vodafone Idea on Thursday announced the launch of silent mobile verification (SMV) capabilities for its subscribers across Meta platforms - WhatsApp, Facebook ...","Voda Idea launches silent mobile verification for its subscribers using Meta platforms Vodafone Idea on Thursday announced the launch of silent mobile verification (SMV) capabilities for its subscribers across Meta platforms - WhatsApp, Facebook ...",2026-06-04T11:24:02Z,https://www.newsdrum.in/business/voda-idea-launches-silent-mobile-verification-for-its-subscribers-using-meta-platforms-12001095,Neutral,0.0,25.0,False
NewsAPI,Vi Vodafone Idea,BusinessLine,"Sensex today | Stock Market Highlights: Sensex, Nifty end flat after weak open; Sensex up 14 pts, Nifty gains 11 pts","Sensex, Nifty, Stock Price Highlights: After a negative opening, benchmarks ended flat. Sensex was up 13.84 pts or 0.02% to end at 74,360.01, Nifty 50 inched up 10.95 pts or 0.05% to 23,416.55.","Sensex today | Stock Market Highlights: Sensex, Nifty end flat after weak open; Sensex up 14 pts, Nifty gains 11 pts Sensex, Nifty, Stock Price Highlights: After a negative opening, benchmarks ended flat. Sensex was up 13.84 pts or 0.02% to end at 74,360.01, Nifty 50 inched up 10.95 pts or 0.05% to 23,416.55.",2026-06-04T10:41:38Z,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-highlights-4th-june-2026/article71056600.ece,Positive,0.681,0.0,False
